,decile_1,decile_2,decile_3,decile_4,decile_5,decile_6,decile_7,decile_8,decile_9,decile_10
1997,0.09988336519789437,0.10038372434553373,0.09972412758486664,0.09983769808113946,0.10016384022258236,0.09990153223048405,0.1000447711841766,0.09991497751009863,0.10003501626100232,0.10011094738222184
1998,0.09855006312719809,0.08897916675531753,0.10519137602462363,0.10342822918912228,0.11106816354295952,0.09188307044607737,0.1098799483660607,0.08861983127891397,0.09785764060769318,0.10454251066203372
1999,0.10049026954778097,0.08201723121560328,0.08915503748439,0.09142139479796438,0.10188711893474175,0.10067552952201003,0.11204649196600382,0.10623459865651358,0.09527450095446664,0.12079782692052554
2000,0.0840512467174584,0.08013567956729076,0.08647263347856553,0.10183782161545406,0.10539294841190278,0.0878456311464605,0.10726601465591934,0.10539887055595001,0.10652430556087532,0.1350748482901233
2001,0.06801870286770124,0.07149388628784298,0.09391168607463685,0.09210725079003507,0.10177861231530731,0.09425079807997817,0.11822704378000225,0.10784518881202503,0.1071144369660961,0.14525239402637502
2002,0.07492817148889418,0.07691950108804148,0.08961026698799861,0.0986532354077632,0.09803918702076231,0.09283374106414581,0.11614082399277331,0.11616126153984245,0.10336455963019713,0.13334925177958154
2003,0.08191285029075472,0.08274322550172146,0.09638186715190093,0.10506687893122726,0.1054686949232507,0.09875234161942892,0.1107483867464748,0.09767660272442658,0.09179102501067274,0.12945812710014187
2004,0.09124588874447842,0.08392722841512745,0.08888685477834558,0.0850537169042057,0.09559652140538635,0.09401249270271103,0.103366679993917,0.10126901506425379,0.1114798670553347,0.14516173493623993
2005,0.09182067628936881,0.07275625815688544,0.09104968908987113,0.08848904051747473,0.09501579948609201,0.08657805302643642,0.11406505593379539,0.10042357438233512,0.10456412085475293,0.155237732262988
2006,0.08438598660951241,0.07335677974257598,0.07730382385442482,0.08634490068278945,0.09783340346832435,0.09841155039470573,0.11252948658976253,0.10123978396238292,0.11361524823901112,0.1549790364565107
2007,0.07126089820047067,0.06514512378097091,0.08668739291880578,0.0824559446613748,0.08681498523045444,0.09419368620791489,0.11618025803285109,0.10775087035214673,0.12012487648511185,0.16938596412989881
2008,0.06999537713845767,0.06933791362530373,0.07131132870545649,0.08516354301690426,0.09008825495360359,0.08530321285024985,0.1120542681161616,0.11577818333677653,0.12341934356202512,0.17754857469506122
2009,0.07222301732406713,0.06375648583530527,0.0735518214416543,0.08205553818585491,0.08253596295782135,0.08407952865029322,0.11579511450428892,0.11328188911832567,0.1275697829088985,0.18515085907349066
2010,0.0617989978364071,0.05913695986105628,0.07210548293372822,0.08597699871742545,0.0864282960513222,0.0926355778651581,0.11392042091033065,0.11954826577306644,0.12293649673546228,0.18551250331604324
2011,0.06754366047640978,0.05863072915420533,0.0660619208592675,0.07009051663857227,0.08521114178916538,0.09223530971484788,0.12127185775408943,0.11901223967070762,0.13851684310156834,0.18142578084116637
2012,0.05961957448310805,0.04985123708890451,0.06291158174664904,0.07462571177325963,0.08894650181938775,0.08897101360710066,0.11874579800137092,0.12498812768803476,0.13924417974441697,0.19209627404776766
2013,0.053541920115943,0.05882425941983979,0.06840731283379813,0.08260882997594049,0.08844362967190512,0.09688620340459818,0.1121037241424171,0.12221250936646831,0.1262182694640444,0.19075334160504548
2014,0.04473979013223043,0.05188244305207684,0.05900640896456325,0.0795292102817934,0.08910172705636689,0.08793114255388286,0.11678956244963085,0.1282139099169092,0.13647684961661136,0.2063289559759347
2015,0.03903393655885572,0.04291712691613841,0.06488593717558366,0.07169069342503001,0.08207242180037057,0.09029074358270664,0.11855360290374412,0.13453065395092134,0.1366016085800173,0.21942327510663226
2016,0.037823753953510446,0.04080454288821757,0.06028421169913896,0.06745353768897187,0.0852543272417129,0.08660321637538766,0.11601898189635784,0.123344734453612,0.14450048466497964,0.2379122091381112
2017,0.034549239655738494,0.040169259596797215,0.05836905383024292,0.06213291396161502,0.07318374255520672,0.07997289321691503,0.11330285560400005,0.14028585427606713,0.14667082994542952,0.2513633573579878
2018,0.03060163257386132,0.04187661356696964,0.053399481578691975,0.061945953158153454,0.08053260046280987,0.08092301064260421,0.1162516588131256,0.1298518467600268,0.14732235237696614,0.25729485006679104
2019,0.03186257933443095,0.04646787823764381,0.061375012620337524,0.06895309625142171,0.07665348474351398,0.07984900185201434,0.11738014424475943,0.1274555233844191,0.14722863412500495,0.24277464520645417
2020,0.049482947958809136,0.05459099570386551,0.07038286276901926,0.08836089748175634,0.10243362973038589,0.09441350821483675,0.12410929804596091,0.126872314561583,0.12907809847902912,0.160275447054754
2021,0.03476696626261694,0.04306040002203072,0.0647352719546103,0.07925115013335313,0.08371006480955073,0.09109229317441031,0.12557039737899015,0.1410956375277382,0.14342903409592278,0.19328878464077673
2022,0.02247883719519461,0.035877703636684036,0.044775430107135764,0.05504557898381835,0.07355490728524432,0.08684128471173343,0.11551305994738859,0.1312877951394907,0.1612197964961023,0.27340560649720796
